business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,due_in_date,invoice_currency,document type,posting_id,total_open_amount,baseline_create_date,cust_payment_terms,isOpen,is_delayed,delay_days
U001,200769623,WAL-MAR corporation,,2020,1930577775,2020-02-29,20200227,,USD,RV,1,1322.22,20200229,NAH4,1,0,999.0
U001,200762301,C&S WH co,,2020,1930768610,2020-04-09,20200409,,USD,RV,1,5168.44,20200409,NAC6,1,0,999.0
U001,200865666,RESTAU associates,2019-08-05,2019,1929172520,2019-04-18,20190418,,USD,RV,1,2889.13,20190418,NAD1,0,0,999.0
U001,200358522,SILVE trust,,2019,1929049389,2019-04-03,20190401,,USD,RV,1,19581.2,20190403,NAA8,0,0,999.0
U001,200799367,MCL ,,2020,1930406601,2020-01-07,20200116,,USD,RV,1,73242.23,20200107,NAA8,0,0,999.0
U001,200769623,WAL-MAR trust,,2019,1929973308,2019-10-06,20191005,,USD,RV,1,4936.0,20191006,NAH4,0,0,999.0
U001,200741174,M B  trust,,2020,1930596850,2020-03-05,20200303,,USD,RV,1,12276.32,20200305,NAA8,1,0,999.0
U001,100015557,BI systems,,2019,1928553674,2019-01-02,20190102,,USD,RV,1,32188.15,20190102,NAA8,0,0,999.0
U001,200726979,BJ'S  ,,2019,1930205108,2019-11-29,20191129,,USD,RV,1,388.11,20191129,NAA8,0,0,999.0
U001,200732755,KROGER corp,2019-03-09,2019,1929759756,2019-08-18,20190818,,USD,RV,1,15872.92,20190818,NAA8,0,0,999.0
CA02,140104429,COSTCO us,,2020,2960619057,2020-03-08,20200308,,CAD,RV,1,19930.72,20200317,CA10,1,0,999.0
U001,200956366,RICH co,2019-05-02,2019,1928649766,2019-01-22,20190119,,USD,RV,1,52319.52,20190122,NAA8,0,0,999.0
U001,200772670,ASSOCIAT systems,,2019,1928730254,2019-02-04,20190204,,USD,RV,1,4967.17,20190204,NAU5,0,0,999.0
U001,200769623,WAL-MAR foundation,2019-05-03,2019,1928848962,2019-02-23,20190223,,USD,RV,1,32725.73,20190223,NAH4,0,0,999.0
U001,100031704,DELHAIZE systems,,2020,1930714523,2020-03-27,20200328,,USD,RV,1,80768.27,20200327,NAA8,1,0,999.0
U001,200936373,SUPE associates,,2019,1929422608,2019-06-03,20190603,,USD,RV,1,85660.59,20190603,NAA8,0,0,999.0
U001,200078795,H T H corporation,,2019,1929993224,2019-10-09,20191009,,USD,RV,1,19238.44,20191009,NAA8,0,0,999.0
U001,100049744,NUT ,,2019,1929253499,2019-05-10,20190506,,USD,RV,1,14208.6,20190510,NA10,0,0,999.0
U001,200794332,COST corporation,,2019,1929273159,2019-05-08,20190507,,USD,RV,1,1622.0,20190508,NAAX,0,0,999.0
U001,200769623,WAL-MAR ,,2020,1930388072,2020-01-11,20200111,,USD,RV,1,26005.74,20200111,NAH4,0,0,999.0
CA02,140105686,SYSC associates,,2019,2960530569,2019-03-05,20190305,,CAD,RV,1,120345.7,20190306,CA10,0,0,999.0
CA02,140104552,THE NO foundation,2020-06-03,2020,2960614095,2020-02-18,20200218,,CAD,RV,1,31880.16,20200225,CA10,0,0,999.0
U001,200769623,WAL-MAR corporation,2019-05-06,2019,1929380634,2019-05-26,20190525,,USD,RV,1,45529.2,20190526,NAH4,0,0,999.0
U001,200781803,JRD trust,,2020,1930407165,2020-01-17,20200116,,USD,RV,1,15843.88,20200117,NAA8,0,0,999.0
U001,200769623,WAL-MAR associates,2020-10-01,2020,1930339003,2019-12-31,20191231,,USD,RV,1,28860.43,20191231,NAH4,0,0,999.0
U001,200759878,SA corp,,2020,1930685547,2020-03-24,20200323,,USD,RV,1,37386.06,20200324,NAH4,1,0,999.0
U001,200705742,DOT llc,2019-08-02,2019,1928670020,2019-01-23,20190123,,USD,RV,1,48726.75,20190123,NAA8,0,0,999.0
U001,200790710,F trust,,2019,1930049379,2019-10-26,20191024,,USD,RV,1,40859.98,20191026,NAA8,0,0,999.0
U013,100009932,SYSCO IN us,,2020,1991840328,2020-03-19,20200317,,USD,RV,1,9872.56,20200319,NAVE,1,0,999.0
U001,200779906,BOZZU associates,,2020,1930817225,2020-04-23,20200422,,USD,RV,1,103995.46,20200423,NAA8,1,0,999.0
U001,200726979,BJ'S  associates,,2020,1930689826,2020-03-21,20200323,,USD,RV,1,1915.21,20200321,NAA8,1,0,999.0
U013,140101682,SUPERVAL us,,2019,1991828621,2019-06-24,20190620,,USD,RV,1,7497.21,20190624,NAVE,0,0,999.0
U001,200769623,WAL-MAR trust,2019-09-01,2019,1928543239,2018-12-30,20181230,,USD,RV,1,10318.0,20181230,NAH4,0,0,999.0
U001,200762301,C&S WH foundation,2020-10-03,2020,1930558094,2020-02-24,20200222,,USD,RV,1,208.4,20200224,NAC6,0,0,999.0
U001,200760666,KEHE  llc,,2019,1929995978,2019-10-10,20191010,,USD,RV,1,7990.16,20191010,NAA8,0,0,999.0
U001,200726979,BJ'S  llc,2019-11-04,2019,1929029464,2019-03-27,20190326,,USD,RV,1,143.28,20190327,NAA8,0,0,999.0
U001,200762301,C&S WH llc,,2020,1930760550,2020-04-08,20200408,,USD,RV,1,11203.23,20200408,NAGD,1,0,999.0
U001,200769623,WAL-MAR us,2019-10-06,2019,1929382074,2019-05-28,20190526,,USD,RV,1,16231.08,20190528,NAH4,0,0,999.0
U001,200540723,LAKE in,2020-12-03,2020,1930517048,2020-02-11,20200212,,USD,RV,1,47558.52,20200211,90M7,0,0,999.0
U001,200148860,DOLLA ,,2020,1930618536,2020-03-09,20200307,,USD,RV,1,47875.75,20200309,NAA8,1,0,999.0
U001,200780383,MEIJ co,,2020,1930806275,2020-04-22,20200421,,USD,RV,1,22760.31,20200422,NAA8,1,0,999.0
U001,200756072,REINHA corp,,2019,1928887873,2019-03-08,20190302,,USD,RV,1,15332.8,20190308,NAA8,0,0,999.0
U001,200792293,UNIFIE ,,2019,1929947246,2019-10-02,20191001,,USD,RV,1,24967.0,20191002,NAA8,0,0,999.0
U001,200769623,WAL-MAR systems,,2020,1930705132,2020-03-26,20200326,,USD,RV,1,11112.57,20200326,NAH4,1,0,999.0
U001,200769623,WAL-MAR corporation,2019-05-08,2019,1929634975,2019-07-19,20190718,,USD,RV,1,2701.86,20190719,NAH4,0,0,999.0
U001,200776463,KROGE foundation,,2020,1930583872,2020-02-29,20200229,,USD,RV,1,15394.29,20200229,NAA8,1,0,999.0
U001,200705089,JETR in,,2019,1928858687,2019-02-26,20190226,,USD,RV,1,5315.49,20190226,NAA8,0,0,999.0
U001,200779906,BOZZU trust,,2019,1929110122,2019-04-08,20190409,,USD,RV,1,82145.21,20190408,NAA8,0,0,999.0
U001,200337148,COAS corporation,,2020,1930814920,2020-04-22,20200422,,USD,RV,1,39102.78,20200422,NAA8,1,0,999.0
U001,200729290,KROGER trust,,2020,1930731117,2020-04-02,20200401,,USD,RV,1,17283.5,20200402,NAA8,1,0,999.0
U001,200331749,SYSC ,2019-08-04,2019,1928880163,2019-03-05,20190304,,USD,RV,1,8850.67,20190305,NA32,0,0,999.0
U001,200769623,WAL-MAR foundation,,2020,1930831632,2020-04-28,20200428,,USD,RV,1,471.56,20200428,NAH4,1,0,999.0
U001,200769623,WAL-MAR in,,2020,1930732628,2020-04-02,20200402,,USD,RV,1,49404.46,20200402,NAH4,1,0,999.0
U001,200769623,WAL-MAR llc,2019-03-09,2019,1929788140,2019-08-21,20190823,,USD,RV,1,1897.39,20190821,NAH4,0,0,999.0
U001,200755701,ASSOCI ,2019-09-05,2019,1929192384,2019-04-24,20190423,,USD,RV,1,20840.16,20190424,NAA8,0,0,999.0
U001,200794332,COST foundation,,2020,1930527126,2020-02-14,20200214,,USD,RV,1,32715.47,20200214,NAAX,0,0,999.0
U001,200020431,DEC corporation,,2019,1930303468,2019-12-20,20191220,,USD,RV,1,13047.52,20191216,NAM4,0,0,999.0
U001,200769623,WAL-MAR co,,2019,1928650935,2019-01-20,20190119,,USD,RV,1,47974.64,20190120,NAH4,0,0,999.0
CA02,140105847,GORDON F us,2019-12-11,2019,2960589030,2019-10-28,20191029,,CAD,RV,1,12947.65,20191030,CA10,0,0,999.0
U001,CCU013,KRAFT F associates,2019-01-11,2019,1929861903,2019-09-13,20190911,,USD,RV,1,9849.53,20190913,NAX2,0,0,999.0
U001,200397082,GENE ,,2019,1929516113,2019-06-18,20190619,,USD,RV,1,36750.0,20190618,NAVM,0,0,999.0
CA02,140105686,SYSC associates,,2019,2960523399,2019-01-22,20190122,,CAD,RV,1,29358.62,20190130,CA10,0,0,999.0
U001,200786288,FAMILY corp,,2019,1928908104,2019-03-07,20190305,,USD,RV,1,4073.16,20190307,NAA8,0,0,999.0
U001,200780383,MEIJ corp,2019-06-06,2019,1929345618,2019-05-20,20190519,,USD,RV,1,135889.91,20190520,NAA8,0,0,999.0
U001,200794332,COST llc,,2020,1930766594,2020-04-09,20200408,,USD,RV,1,8898.37,20200409,NAAX,1,0,999.0
U001,100043892,IN-N associates,,2019,1928861224,2019-02-26,20190226,,USD,RV,1,16275.14,20190226,NAA8,0,0,999.0
U001,200726979,BJ'S  trust,,2019,1929857440,2019-09-09,20190910,,USD,RV,1,176.1,20190909,NAA8,0,0,999.0
U001,200865666,RESTAU co,2019-04-12,2019,1930156733,2019-11-14,20191114,,USD,RV,1,146.96,20191114,NAA8,0,0,999.0
U001,200769623,WAL-MAR trust,,2019,1928940783,2019-03-11,20190310,,USD,RV,1,47335.25,20190311,NAH4,0,0,999.0
U001,200703398,NEX us,,2019,1929933304,2019-09-27,20190927,,USD,RV,1,380.16,20190927,NAA8,0,0,999.0
U001,100026939,SYSC us,2019-09-05,2019,1929199386,2019-04-23,20190424,,USD,RV,1,49427.22,20190423,NAA8,0,0,999.0
U001,200230690,DECA ,,2019,1930299974,2019-12-19,20191219,,USD,RV,1,203.28,20191216,NAM4,0,0,999.0
U001,100010880,RUSSO  corporation,,2020,1930492702,2020-02-12,20200206,,USD,RV,1,22399.4,20200212,NAA8,0,0,999.0
U001,200769623,WAL-MAR systems,,2019,1929251176,2019-05-04,20190503,,USD,RV,1,8333.0,20190504,NAH4,0,0,999.0
U001,200833713,JETRO co,2019-07-05,2019,1929163240,2019-04-17,20190417,,USD,RV,1,659.43,20190417,NAA8,0,0,999.0
U001,200457993,SHAM corp,2019-09-12,2019,1930219492,2019-12-04,20191205,,USD,RV,1,48002.38,20191204,NAA8,0,0,999.0
CA02,140104409,LOB systems,2019-12-04,2019,2960537744,2019-03-27,20190327,,CAD,RV,1,35888.18,20190329,CA10,0,0,999.0
U001,200418007,AM corp,2019-03-10,2019,1929889227,2019-09-18,20190918,,USD,RV,1,62.64,20190918,NAGD,0,0,999.0
U001,200493614,US  associates,,2019,1928588268,2019-01-07,20190108,,USD,RV,1,42961.5,20190107,NAA8,0,0,999.0
U001,200126819,MCLANE trust,,2020,1930388605,2020-01-10,20200110,,USD,RV,1,18879.84,20200110,NAA8,0,0,999.0
U001,200466603,SMITH'S corp,,2020,1930693513,2020-03-25,20200324,,USD,RV,1,137521.64,20200325,NAA8,1,0,999.0
U001,200769623,WAL-MAR co,2019-03-07,2019,1929523791,2019-06-21,20190621,,USD,RV,1,58363.7,20190621,NAH4,0,0,999.0
U001,200769623,WAL-MAR ,,2020,1930690836,2020-03-24,20200324,,USD,RV,1,19007.97,20200324,NAH4,1,0,999.0
U001,200712187,SPAR llc,,2020,1930641584,2020-03-11,20200312,,USD,RV,1,121526.46,20200311,NAA8,1,0,999.0
U001,200744707,PERFOR systems,,2020,1930671234,2020-03-18,20200319,,USD,RV,1,52892.91,20200318,NAA8,1,0,999.0
U001,200711029,WEGMAN llc,,2019,1928945739,2019-03-13,20190311,,USD,RV,1,49580.54,20190313,NAA8,0,0,999.0
U001,200759878,SA ,2019-07-05,2019,1929146526,2019-04-14,20190415,,USD,RV,1,17781.34,20190414,NAH4,0,0,999.0
U001,200781803,JRD trust,2019-08-11,2019,1930051547,2019-10-26,20191024,,USD,RV,1,10421.34,20191026,NAA8,0,0,999.0
U001,200769623,WAL-MAR us,2020-10-03,2020,1930557087,2020-02-22,20200222,,USD,RV,1,23640.08,20200222,NAH4,0,0,999.0
U001,200704858,WAKE us,,2019,1929737959,2019-08-14,20190813,,USD,RV,1,16933.61,20190814,NAA8,0,0,999.0
U001,200726979,BJ'S  corporation,,2020,1930347374,2020-01-03,20200103,,USD,RV,1,94.89,20200103,NAA8,0,0,999.0
U001,200744019,TARG corporation,,2019,1928871547,2019-02-27,20190227,,USD,RV,1,53581.56,20190227,NAA8,0,0,999.0
CA02,140104409,LOB foundation,,2019,2960596368,2019-11-30,20191130,,CAD,RV,1,154608.0,20191210,CA10,0,0,999.0
U001,CCCA02,KRAFT  ,,2019,1930157216,2019-11-15,20191114,,USD,RV,1,10990.08,20191115,NAG2,0,0,999.0
U001,200769623,WAL-MAR corporation,2019-10-12,2019,1930203657,2019-11-29,20191129,,USD,RV,1,471.56,20191129,NAH4,0,0,999.0
CA02,140106408,WAL-M llc,,2020,2960628768,2020-04-18,20200418,,CAD,RV,1,179207.19,20200426,CA10,1,0,999.0
U001,200742521,GLA co,,2019,1928634951,2019-01-18,20190116,,USD,RV,1,27215.63,20190118,NAA8,0,0,999.0
U001,200936373,SUPE foundation,2019-12-08,2019,1929664934,2019-07-26,20190726,,USD,RV,1,37999.97,20190726,NAA8,0,0,999.0
U001,200744019,TARG us,,2020,1930580794,2020-02-28,20200228,,USD,RV,1,81211.65,20200228,NAA8,1,0,999.0
U001,200707822,PUBLI systems,,2019,1929095685,2019-04-08,20190406,,USD,RV,1,180594.96,20190408,NAA8,0,0,999.0
U001,200759878,SA systems,,2019,1929264556,2019-05-07,20190506,,USD,RV,1,15358.43,20190507,NAH4,0,0,999.0
U001,200769623,WAL-MAR corporation,,2020,1930862512,2020-05-07,20200506,,USD,RV,1,661.11,20200507,NAH4,1,0,999.0
U001,200769623,WAL-MAR ,,2019,1929258861,2019-05-04,20190504,,USD,RV,1,8949.7,20190504,NAH4,0,0,999.0
U001,200763814,SYSCO F co,,2019,1929059500,2019-03-31,20190330,,USD,RV,1,10996.39,20190331,NAA8,0,0,999.0
U001,200769623,WAL-MAR systems,2019-04-02,2019,1928661733,2019-01-23,20190122,,USD,RV,1,26039.22,20190123,NAH4,0,0,999.0
U001,200724999,GILSTE corp,,2019,1928592332,2019-01-04,20190108,,USD,RV,1,50965.2,20190104,NA10,0,0,999.0
U001,200759878,SA systems,,2019,1929585574,2019-07-08,20190707,,USD,RV,1,43108.98,20190708,NAH4,0,0,999.0
U001,200714710,SYSCO  corp,,2019,1928776758,2019-02-11,20190210,,USD,RV,1,7608.06,20190211,NAA8,0,0,999.0
U001,200769623,WAL-MAR us,,2020,1930692382,2020-03-25,20200324,,USD,RV,1,61.29,20200325,NAH4,1,0,999.0
U001,200331749,SYSC trust,2019-07-06,2019,1929353075,2019-05-21,20190521,,USD,RV,1,30862.04,20190521,NAA8,0,0,999.0
U001,200416837,DEC ,,2020,1930811741,2020-04-22,20200422,,USD,RV,1,18909.1,20200416,NAM1,1,0,999.0
U001,200763229,MAINES foundation,,2019,1930212933,2019-12-03,20191203,,USD,RV,1,17058.41,20191203,NAA8,0,0,999.0
U001,CCCA02,KRAFT  us,,2019,1929942203,2019-10-02,20190930,,USD,RV,1,21190.4,20191002,NAG2,0,0,999.0
U001,200769623,WAL-MAR us,2019-06-08,2019,1929656243,2019-07-25,20190724,,USD,RV,1,9470.92,20190725,NAH4,0,0,999.0
U001,200769623,WAL-MAR trust,,2020,1930585409,2020-03-05,20200301,,USD,RV,1,15484.66,20200305,NAH4,1,0,999.0
U001,200795490,HY -  corporation,,2020,1930738666,2020-04-02,20200403,,USD,RV,1,22985.49,20200402,NAA8,1,0,999.0
U001,200762301,C&S WH co,2019-08-08,2019,1929651445,2019-07-23,20190723,,USD,RV,1,23686.57,20190723,NAC6,0,0,999.0
CA02,140104409,LOB systems,,2020,2960629378,2020-04-20,20200420,,CAD,RV,1,18932.09,20200430,CA10,1,0,999.0
U001,200253680,SCHWANS corporation,2019-04-06,2019,1929322203,2019-05-20,20190515,,USD,RV,1,28954.8,20190520,NAA8,0,0,999.0
U001,200559683,JACMAR foundation,,2019,1930020441,2019-10-16,20191016,,USD,RV,1,18745.49,20191016,NA32,0,0,999.0
U001,200803720,DEC foundation,,2020,1930872223,2020-05-07,20200507,,USD,RV,1,212.4,20200501,NAM4,1,0,999.0
CA02,140106408,WAL-M in,,2019,2960577369,2019-09-04,20190904,,CAD,RV,1,3169.91,20190905,CA10,0,0,999.0
U001,200793568,SUPE us,,2019,1929717797,2019-08-07,20190808,,USD,RV,1,127719.68,20190807,NAA8,0,0,999.0
CA02,140106408,WAL-M us,,2019,2960538920,2019-04-01,20190401,,CAD,RV,1,110143.51,20190401,CA10,0,0,999.0
U001,200416837,DEC associates,2020-02-03,2020,1930560990,2020-02-24,20200224,,USD,RV,1,1393.22,20200216,NAM4,0,0,999.0
U001,200900909,SYSCO ,2019-10-05,2019,1929188131,2019-04-24,20190422,,USD,RV,1,7076.8,20190424,NAA8,0,0,999.0
U001,200769623,WAL-MAR trust,2020-10-02,2020,1930426229,2020-01-23,20200122,,USD,RV,1,276.52,20200123,NAH4,0,0,999.0
U001,200126819,MCLANE llc,,2019,1928713584,2019-02-05,20190204,,USD,RV,1,4980.87,20190205,NAA8,0,0,999.0
U001,100031704,DELHAIZE in,2019-04-11,2019,1930034818,2019-10-20,20191019,,USD,RV,1,82969.9,20191020,NAA8,0,0,999.0
U001,200769623,WAL-MAR corp,,2019,1928956043,2019-03-13,20190313,,USD,RV,1,813.21,20190313,NAH4,0,0,999.0
CA02,140105847,GORDON F ,,2019,2960577175,2019-09-01,20190902,,CAD,RV,1,38116.54,20190904,CA10,0,0,999.0
U001,200759878,SA co,2019-05-11,2019,1930028054,2019-10-20,20191018,,USD,RV,1,17625.83,20191020,NAH4,0,0,999.0
U001,200777735,NASH  llc,2020-03-02,2020,1930420900,2020-01-20,20200121,,USD,RV,1,177004.96,20200120,NAA8,0,0,999.0
U001,200747369,SCHNU systems,2019-01-04,2019,1928922472,2019-03-07,20190307,,USD,RV,1,34837.47,20190307,NAA8,0,0,999.0
U001,200706844,WINC corporation,,2020,1930459968,2020-01-30,20200130,,USD,RV,1,56362.61,20200130,NAA8,0,0,999.0
U001,200762950,HAR associates,2019-05-08,2019,1929631653,2019-07-19,20190717,,USD,RV,1,123388.47,20190719,NAA8,0,0,999.0
U001,200744019,TARG corp,2019-09-04,2019,1929005155,2019-03-21,20190321,,USD,RV,1,46890.85,20190321,NAA8,0,0,999.0
U001,200704045,RA foundation,,2020,1930684785,2020-03-22,20200322,,USD,RV,1,69089.05,20200322,NAA8,1,0,999.0
U001,200769623,WAL-MAR in,2020-12-02,2020,1930465171,2020-02-01,20200201,,USD,RV,1,18689.26,20200201,NAH4,0,0,999.0
U001,200705742,DOT llc,2019-05-03,2019,1928814336,2019-02-18,20190218,,USD,RV,1,78325.8,20190218,NAD1,0,0,999.0
U001,200353024,DECA corporation,,2020,1930553272,2020-02-22,20200222,,USD,RV,1,3738.93,20200216,NAM2,0,0,999.0
U001,200769623,WAL-MAR us,2020-03-02,2020,1930424836,2020-01-23,20200122,,USD,RV,1,6664.28,20200123,NAH4,0,0,999.0
U001,200769623,WAL-MAR ,,2019,1929733001,2019-08-12,20190810,,USD,RV,1,16901.78,20190812,NAH4,0,0,999.0
U001,200772670,ASSOCIAT corp,,2020,1930641697,2020-03-11,20200312,,USD,RV,1,11681.43,20200311,NAU5,1,0,999.0
U001,200793568,SUPE systems,2019-06-11,2019,1930023175,2019-10-17,20191017,,USD,RV,1,124399.92,20191017,NAA8,0,0,999.0
U001,200789077,US  ,2020-07-02,2020,1930428518,2020-01-22,20200122,,USD,RV,1,40065.82,20200122,NAA8,0,0,999.0
U001,200772670,ASSOCIAT foundation,2019-05-06,2019,1929352413,2019-05-20,20190520,,USD,RV,1,11295.39,20190520,NAU5,0,0,999.0
CA02,CCU013,KRAFT F corp,,2019,2960542066,2019-04-16,20190416,,CAD,RV,1,19367.7,20190515,NAX2,0,0,999.0
U001,200833713,JETRO foundation,2019-08-11,2019,1930047828,2019-10-24,20191023,,USD,RV,1,28891.79,20191024,NAA8,0,0,999.0
U001,100004536,BAS foundation,,2019,1930263098,2019-12-11,20191211,,USD,RV,1,20802.86,20191211,NAA8,0,0,999.0
U001,200769623,WAL-MAR ,2019-05-11,2019,1930052881,2019-10-25,20191025,,USD,RV,1,15600.55,20191025,NAH4,0,0,999.0
U001,200707822,PUBLI co,,2020,1930621491,2020-03-07,20200308,,USD,RV,1,75887.18,20200307,NAA8,1,0,999.0
U001,200769623,WAL-MAR corporation,,2019,1928646414,2019-01-19,20190118,,USD,RV,1,8949.7,20190119,NAH4,0,0,999.0
U001,200759878,SA trust,2019-08-10,2019,1929906866,2019-09-22,20190921,,USD,RV,1,26927.72,20190922,NAH4,0,0,999.0
U001,200403703,H &  in,,2019,1928917181,2019-03-08,20190306,,USD,RV,1,37200.0,20190308,NA10,0,0,999.0
U001,200789077,US  corporation,2019-12-07,2019,1929543471,2019-06-26,20190626,,USD,RV,1,47988.76,20190626,NAA8,0,0,999.0
U001,200759878,SA corporation,2020-12-03,2020,1930566010,2020-02-25,20200225,,USD,RV,1,29544.52,20200225,NAH4,0,0,999.0
U001,CCCA02,KRAFT  foundation,,2019,1930051505,2019-10-26,20191024,,USD,RV,1,14428.16,20191026,NAG2,0,0,999.0
U001,200705742,DOT associates,2020-10-03,2020,1930557552,2020-02-24,20200222,,USD,RV,1,50407.57,20200224,NAA8,0,0,999.0
U001,200769623,WAL-MAR foundation,2019-01-08,2019,1929642662,2019-07-21,20190720,,USD,RV,1,427.72,20190721,NAH4,0,0,999.0
U001,200749782,KROG trust,,2020,1930688335,2020-03-23,20200323,,USD,RV,1,2646.76,20200323,NAA8,1,0,999.0
U001,100031704,DELHAIZE llc,,2020,1930876293,2020-05-08,20200507,,USD,RV,1,39887.46,20200508,NAA8,1,0,999.0
U001,200705742,DOT trust,2019-01-10,2019,1929812594,2019-08-30,20190830,,USD,RV,1,13165.7,20190830,NA32,0,0,999.0
U001,200762301,C&S WH foundation,2019-05-09,2019,1929772956,2019-08-21,20190822,,USD,RV,1,63347.01,20190821,NAC6,0,0,999.0
U001,200029010,KROG systems,2019-04-03,2019,1928608865,2019-01-11,20190111,,USD,RV,1,200661.87,20190111,NAA8,0,0,999.0
U001,200769623,WAL-MAR llc,2019-04-02,2019,1928657197,2019-01-22,20190121,,USD,RV,1,43979.68,20190122,NAH4,0,0,999.0
U001,200704045,RA corp,,2019,1929610167,2019-07-12,20190712,,USD,RV,1,32923.05,20190712,NAA8,0,0,999.0
U001,200936373,SUPE co,,2019,1928552388,2019-01-02,20190102,,USD,RV,1,22254.33,20190102,NAA8,0,0,999.0
U001,200704045,RA llc,,2019,1928607870,2019-01-11,20190111,,USD,RV,1,13173.98,20190111,NAA8,0,0,999.0
U001,200769623,WAL-MAR trust,,2019,1929602992,2019-07-10,20190710,,USD,RV,1,24020.0,20190710,NAH4,0,0,999.0
U001,200803720,DEC llc,2019-01-08,2019,1929650804,2019-07-23,20190723,,USD,RV,1,557.88,20190716,NAM4,0,0,999.0
U001,200794332,COST trust,2019-08-11,2019,1930047468,2019-10-25,20191025,,USD,RV,1,1937.91,20191025,NAAX,0,0,999.0
U001,200769623,WAL-MAR systems,2019-11-04,2019,1929060293,2019-04-01,20190331,,USD,RV,1,19986.24,20190401,NAH4,0,0,999.0
U001,200772670,ASSOCIAT ,,2020,1930824471,2020-04-24,20200424,,USD,RV,1,45135.77,20200424,NAU5,1,0,999.0
U001,200729942,SA foundation,2019-01-05,2019,1929154059,2019-04-16,20190416,,USD,RV,1,420.55,20190416,NAA8,0,0,999.0
U001,200769623,WAL-MAR associates,2019-07-10,2019,1929909230,2019-09-25,20190922,,USD,RV,1,4744.69,20190925,NAH4,0,0,999.0
U001,100031704,DELHAIZE associates,,2020,1930516463,2020-02-14,20200212,,USD,RV,1,5278.67,20200214,NAGD,0,0,999.0
U001,200778870,C ,,2019,1929742136,2019-08-13,20190813,,USD,RV,1,3380.4,20190813,NAA8,0,0,999.0
U001,200793000,US  llc,2019-01-04,2019,1928961186,2019-03-14,20190314,,USD,RV,1,43925.94,20190314,NAA8,0,0,999.0
U001,200769623,WAL-MAR foundation,,2020,1930401936,2020-01-15,20200115,,USD,RV,1,2321.7,20200115,NAH4,0,0,999.0
CA02,140106408,WAL-M corp,,2019,2960553388,2019-06-06,20190606,,CAD,RV,1,64006.95,20190606,CA10,0,0,999.0
U001,200799367,MCL corp,2019-05-06,2019,1929352490,2019-05-21,20190521,,USD,RV,1,114181.77,20190521,NAA8,0,0,999.0
U001,200769623,WAL-MAR ,,2019,1928710696,2019-02-01,20190131,,USD,RV,1,1185.45,20190201,NAH4,0,0,999.0
U001,200769623,WAL-MAR systems,,2019,1929086194,2019-04-05,20190404,,USD,RV,1,9758.95,20190405,NAH4,0,0,999.0
U001,200744019,TARG in,2019-06-03,2019,1928772423,2019-02-09,20190209,,USD,RV,1,17687.02,20190209,NAA8,0,0,999.0
U001,200230690,DECA llc,,2019,1930098321,2019-11-04,20191104,,USD,RV,1,260.16,20191101,NAM4,0,0,999.0
U001,200769623,WAL-MAR in,2019-04-10,2019,1929910062,2019-09-23,20190923,,USD,RV,1,15627.36,20190923,NAH4,0,0,999.0
U001,200792283,SYSCO  ,2019-01-04,2019,1928955123,2019-03-13,20190312,,USD,RV,1,25614.97,20190313,NAA8,0,0,999.0
U001,200769623,WAL-MAR trust,,2019,1928901696,2019-03-06,20190305,,USD,RV,1,177.78,20190306,NAH4,0,0,999.0
U001,200706844,WINC associates,,2020,1930818735,2020-04-23,20200423,,USD,RV,1,10957.36,20200423,NAA8,1,0,999.0
U001,200781803,JRD us,,2019,1928930004,2019-03-07,20190308,,USD,RV,1,653.12,20190307,NAD1,0,0,999.0
U001,200761734,H E BUT co,,2020,1930641904,2020-03-13,20200311,,USD,RV,1,15475.74,20200313,NAA8,1,0,999.0
U001,200776463,KROGE trust,,2019,1929695125,2019-08-02,20190802,,USD,RV,1,10282.42,20190802,NAA8,0,0,999.0
U001,200769623,WAL-MAR trust,2019-02-12,2019,1930172882,2019-11-20,20191120,,USD,RV,1,66464.05,20191120,NAH4,0,0,999.0
U001,200493614,US  co,,2020,1930474163,2020-02-06,20200204,,USD,RV,1,4939.52,20200206,NAD1,0,0,999.0
U002,200501669,WAL MA foundation,2019-11-03,2019,1990563944,2019-01-29,20190125,,USD,RV,1,2289.6,20190129,NAG2,0,0,999.0
U001,200963022,OREGO in,,2019,1929084916,2019-04-10,20190404,,USD,RV,1,12384.9,20190410,NAA8,0,0,999.0
U001,200416837,DEC systems,2019-02-12,2019,1930186298,2019-11-23,20191123,,USD,RV,1,3858.0,20191116,NAM4,0,0,999.0
U001,200769623,WAL-MAR ,2019-05-03,2019,1928845338,2019-02-22,20190222,,USD,RV,1,756.28,20190222,NAH4,0,0,999.0
U001,100031704,DELHAIZE corp,,2020,1930559129,2020-02-24,20200222,,USD,RV,1,79339.5,20200224,NAA8,0,0,999.0
U001,200230690,DECA foundation,2019-01-02,2019,1928697711,2019-01-28,20190128,,USD,RV,1,198.72,20190116,NAM4,0,0,999.0
U001,200739534,OK associates,2019-10-12,2019,1930189179,2019-11-25,20191124,,USD,RV,1,101459.22,20191125,NAA8,0,0,999.0
U001,200769623,WAL-MAR corporation,2019-06-12,2019,1930190620,2019-11-26,20191125,,USD,RV,1,3440.61,20191126,NAH4,0,0,999.0
U001,200769623,WAL-MAR ,,2019,1929988909,2019-10-09,20191008,,USD,RV,1,444.98,20191009,NAH4,0,0,999.0
